content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,content_age_days,age_tier,age_tier_order,days_since_last_update,freshness_tier,word_count_tier,char_count_tier,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,impression_tier,position_tier,trend_direction,trend_pct,target_decline,staleness_score,expected_ctr,ctr_gap,ctr_defect_score,baseline_score,decay_risk_score,action_label,reason_code
content_1777590f5506,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2673.0,21069.0,google,gemini-3-flash-preview,354,1,3,5,5,1,0,3,33,4,8,0,2,304,1,2,117,91-180,4,20,0-30,2000-3500,15000-25000,0.28,0.5,20.0,100.0,0.0,moderate,top_3,down,-97.4,1,0.2074468085106383,0.6666666666666666,0.3866666666666666,0.3866666666666666,0.2970567375886525,0.7160900213389165,MONITOR_ONLY,STABLE_PERFORMANCE
content_9412afc8a975,client_3fdba35f04,590.0,0.06,LOW,1.62,keyword article,transactional,1352.0,8546.0,,gpt-4o-mini,306,0,1,1,1,0,0,0,74,1,30,0,0,77,0,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,22.5,0.0,0.0,0.0,moderate,page_3_5,down,-61.0,1,0.2925531914893617,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.1675531914893617,0.7152785501786607,MONITOR_ONLY,STABLE_PERFORMANCE
content_fba5eaca6a9d,client_3fdba35f04,20.0,0.63,MEDIUM,1.84,keyword article,informational,1346.0,8444.0,,gpt-4o-mini,662,0,1,1,1,0,0,0,77,1,42,0,1,160,0,0,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,23.6,0.0,0.0,0.0,moderate,page_3_5,down,-73.8,1,0.2925531914893617,0.04065040650406504,0.04065040650406504,0.04065040650406504,0.16660179899671337,0.7152785501786607,MONITOR_ONLY,STABLE_PERFORMANCE
content_54bda6d2e0dd,client_3fdba35f04,50.0,0.18,LOW,0.0,keyword article,transactional,1376.0,8628.0,,gpt-4o-mini,140,0,1,1,1,0,0,0,53,1,20,0,0,49,0,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,29.6,0.0,0.0,0.0,low,page_3_5,down,-59.2,1,0.2925531914893617,0.032679738562091505,0.032679738562091505,0.032679738562091505,0.1626164650257266,0.7152785501786607,MONITOR_ONLY,STABLE_PERFORMANCE
content_345ddb5d3d57,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1404.0,8756.0,,gpt-4o-mini,881,0,1,1,1,0,0,0,87,1,108,0,0,274,0,0,148,91-180,4,104,91-180,1000-2000,8000-15000,0.0,26.0,0.0,0.0,0.0,moderate,page_3_5,down,-60.6,1,0.2624113475177305,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14972419227738376,0.7152785501786607,MONITOR_ONLY,STABLE_PERFORMANCE
content_cae546aab87e,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1335.0,8364.0,,gpt-4o-mini,256,0,1,1,1,0,0,0,54,1,4,0,0,54,0,0,155,91-180,4,104,91-180,1000-2000,8000-15000,0.0,23.2,0.0,0.0,0.0,low,page_3_5,down,-92.6,1,0.274822695035461,0.04132231404958678,0.04132231404958678,0.04132231404958678,0.15807250454252386,0.7152785501786607,MONITOR_ONLY,STABLE_PERFORMANCE
content_a0daee2036e8,client_3fdba35f04,20.0,0.08,LOW,0.0,keyword article,transactional,1423.0,8822.0,,gpt-4o-mini,184,0,2,1,1,0,0,1,66,1,24,0,0,49,0,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,23.9,0.0,50.0,0.0,low,page_3_5,down,-51.0,1,0.2925531914893617,0.040160642570281124,0.040160642570281124,0.040160642570281124,0.16635691702982142,0.7152785501786607,MONITOR_ONLY,STABLE_PERFORMANCE
content_5c9855f71d11,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1312.0,8391.0,,gpt-4o-mini,149,1,3,1,1,0,0,1,65,1,17,0,0,48,0,1,155,91-180,4,104,91-180,1000-2000,8000-15000,0.67,12.2,0.0,33.33,0.0,low,striking,down,-64.6,1,0.274822695035461,0.07575757575757576,0.0,0.0,0.1374113475177305,0.7152785501786607,MONITOR_ONLY,STABLE_PERFORMANCE
content_2eceefd208e2,client_3fdba35f04,10.0,0.17,LOW,0.0,keyword article,informational,1357.0,8556.0,,gpt-4o-mini,320,1,1,1,1,0,0,0,45,1,144,0,0,176,1,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.31,12.8,0.0,0.0,0.0,moderate,striking,stable,-18.2,0,0.2925531914893617,0.07246376811594203,0.0,0.0,0.14627659574468085,0.7152785501786607,MONITOR_ONLY,STABLE_PERFORMANCE
content_9824710082d8,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1397.0,9273.0,,gpt-4o-mini,283,0,2,2,2,0,0,0,68,2,54,0,1,50,0,1,174,91-180,4,104,91-180,1000-2000,8000-15000,0.0,21.3,0.0,0.0,0.0,low,page_3_5,stable,8.0,0,0.30851063829787234,0.04484304932735426,0.04484304932735426,0.04484304932735426,0.1766768438126133,0.7150312969476191,MONITOR_ONLY,STABLE_PERFORMANCE
content_050b3c528b0a,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1373.0,8671.0,,gpt-4o-mini,483,1,3,2,2,0,0,0,72,2,34,0,0,85,0,1,148,91-180,4,104,91-180,1000-2000,8000-15000,0.21,20.3,0.0,0.0,0.0,moderate,page_3_5,down,-60.0,1,0.2624113475177305,0.046948356807511735,0.0,0.0,0.13120567375886524,0.7150312969476191,MONITOR_ONLY,STABLE_PERFORMANCE
content_0c72c3e22858,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1367.0,8455.0,,gpt-4o-mini,1845,0,3,2,2,0,0,1,88,1,331,0,0,583,0,0,144,91-180,4,104,91-180,1000-2000,8000-15000,0.0,28.7,0.0,33.33,0.0,moderate,page_3_5,down,-43.2,1,0.2553191489361702,0.03367003367003367,0.03367003367003367,0.03367003367003367,0.14449459130310194,0.7150312969476191,MONITOR_ONLY,STABLE_PERFORMANCE
content_14ddbb9aeb0a,client_3fdba35f04,20.0,0.69,HIGH,4.1,keyword article,informational,1478.0,9398.0,,gpt-4o-mini,373,0,4,2,2,0,0,2,69,2,62,0,0,72,0,0,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,32.1,0.0,50.0,0.0,moderate,page_3_5,stable,-13.9,0,0.2925531914893617,0.030211480362537763,0.030211480362537763,0.030211480362537763,0.16138233592594975,0.7150312969476191,MONITOR_ONLY,STABLE_PERFORMANCE
content_0a181c336e37,client_3fdba35f04,2900.0,0.1,LOW,1.01,keyword article,commercial,1496.0,9572.0,,gpt-4o-mini,1111,0,2,2,2,0,0,0,84,2,88,0,1,443,0,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,32.2,0.0,0.0,0.0,moderate,page_3_5,down,-80.1,1,0.2925531914893617,0.03012048192771084,0.03012048192771084,0.03012048192771084,0.16133683670853627,0.7150312969476191,MONITOR_ONLY,STABLE_PERFORMANCE
content_c4e9a1686a5d,client_3fdba35f04,10.0,0.71,HIGH,0.1,keyword article,informational,1435.0,8973.0,,gpt-4o-mini,501,0,3,2,2,0,0,1,65,2,20,0,0,158,0,2,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,16.7,0.0,33.33,0.0,moderate,striking,down,-87.3,1,0.2925531914893617,0.05649717514124294,0.05649717514124294,0.05649717514124294,0.1745251833153023,0.7150312969476191,MONITOR_ONLY,STABLE_PERFORMANCE
content_d649f582c2c8,client_3fdba35f04,10.0,0.0,LOW,0.0,keyword article,informational,1387.0,8964.0,,gpt-4o-mini,1826,4,26,20,20,1,2,3,81,11,53,0,4,446,0,1,174,91-180,4,104,91-180,1000-2000,8000-15000,0.22,26.4,5.0,11.54,10.0,moderate,page_3_5,down,-88.1,1,0.30851063829787234,0.03649635036496351,0.0,0.0,0.15425531914893617,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_66ad6ed109ff,client_3fdba35f04,10.0,0.57,MEDIUM,0.0,keyword article,transactional,1457.0,9052.0,,gpt-4o-mini,351,0,7,7,7,0,0,0,73,7,72,0,4,101,0,2,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,17.4,0.0,0.0,0.0,moderate,striking,down,-28.7,1,0.2925531914893617,0.05434782608695653,0.05434782608695653,0.05434782608695653,0.17345050878815912,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_8dba22b835f8,client_3fdba35f04,20.0,0.03,LOW,0.0,keyword article,transactional,1405.0,9155.0,,gpt-4o-mini,1192,0,18,13,13,0,0,6,80,5,56,0,0,402,0,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,21.9,0.0,33.33,0.0,moderate,page_3_5,down,-86.1,1,0.2925531914893617,0.04366812227074236,0.04366812227074236,0.04366812227074236,0.16811065688005203,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_89e354a4d5b5,client_3fdba35f04,10.0,0.01,LOW,0.0,keyword article,informational,1333.0,8438.0,,gpt-4o-mini,512,3,11,8,8,1,0,6,86,6,72,1,1,144,1,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.59,15.1,12.5,54.55,0.0,moderate,striking,down,-50.0,1,0.2925531914893617,0.06211180124223602,0.0,0.0,0.14627659574468085,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_f17325c5fdf0,client_3fdba35f04,50.0,0.02,LOW,0.0,keyword article,informational,1394.0,8758.0,,gpt-4o-mini,325,0,29,23,23,1,0,7,76,7,64,0,0,65,0,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,21.7,4.35,24.14,0.0,moderate,page_3_5,stable,-1.5,0,0.2925531914893617,0.04405286343612335,0.04405286343612335,0.04405286343612335,0.16830302746274253,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_ee54a0253599,client_3fdba35f04,10.0,0.16,LOW,0.59,keyword article,transactional,1496.0,9162.0,,gpt-4o-mini,245,0,3,3,3,2,0,2,52,3,13,0,1,97,0,2,155,91-180,4,104,91-180,1000-2000,8000-15000,0.0,19.4,66.67,66.67,0.0,low,striking,down,-86.6,1,0.274822695035461,0.04901960784313726,0.04901960784313726,0.04901960784313726,0.1619211514392991,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_23633ac0f5ae,client_3fdba35f04,10.0,0.38,MEDIUM,0.01,keyword article,informational,1495.0,9589.0,,gpt-4o-mini,544,0,6,5,5,1,0,1,75,4,25,0,4,144,0,0,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,20.0,20.0,16.67,0.0,moderate,striking,down,-82.6,1,0.2925531914893617,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.17008611955420466,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_6ee1588e8bcb,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1301.0,8409.0,,gpt-4o-mini,989,0,18,16,16,0,0,2,88,6,187,0,1,412,0,7,155,91-180,4,104,91-180,1000-2000,8000-15000,0.0,27.3,0.0,11.11,0.0,moderate,page_3_5,down,-54.6,1,0.274822695035461,0.0353356890459364,0.0353356890459364,0.0353356890459364,0.1550791920406987,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_750142aace28,client_3fdba35f04,10.0,0.02,LOW,0.0,keyword article,informational,1480.0,9480.0,,gpt-4o-mini,3031,2,8,5,5,0,0,2,88,5,104,2,1,889,0,1,174,91-180,4,104,91-180,1000-2000,8000-15000,0.07,23.6,0.0,25.0,0.0,good,page_3_5,down,-88.3,1,0.30851063829787234,0.04065040650406504,0.0,0.0,0.15425531914893617,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_440d894b5ba6,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1508.0,10316.0,,gpt-4o-mini,391,1,26,20,20,0,0,6,74,6,95,0,5,90,0,1,174,91-180,4,104,91-180,1000-2000,8000-15000,0.26,19.9,0.0,23.08,0.0,moderate,striking,stable,5.6,0,0.30851063829787234,0.04784688995215311,0.0,0.0,0.15425531914893617,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_ca3fd1ea97ef,client_3fdba35f04,170.0,0.05,LOW,0.52,keyword article,informational,1458.0,8971.0,,gpt-4o-mini,325,1,7,7,7,0,0,3,53,6,1,0,2,53,0,2,165,91-180,4,104,91-180,1000-2000,8000-15000,0.31,12.0,0.0,42.86,0.0,moderate,striking,down,-98.1,1,0.2925531914893617,0.07692307692307693,0.0,0.0,0.14627659574468085,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_fac9e8c13f4c,client_3fdba35f04,70.0,0.56,MEDIUM,15.99,keyword article,informational,1390.0,8519.0,,gpt-4o-mini,858,0,11,8,8,0,0,3,86,4,99,0,0,189,0,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,17.4,0.0,27.27,0.0,moderate,striking,down,-47.6,1,0.2925531914893617,0.05434782608695653,0.05434782608695653,0.05434782608695653,0.17345050878815912,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_bb6ebb5ec8c8,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1381.0,8751.0,,gpt-4o-mini,2621,0,19,10,10,0,0,3,88,7,198,0,1,559,0,1,144,91-180,4,104,91-180,1000-2000,8000-15000,0.0,12.8,0.0,15.79,0.0,moderate,striking,down,-64.6,1,0.2553191489361702,0.07246376811594203,0.07246376811594203,0.07246376811594203,0.1638914585260561,0.7149607101371742,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
content_149f0449518c,client_3fdba35f04,40.0,0.35,MEDIUM,5.34,keyword article,commercial,1480.0,9566.0,openai,gpt-4o-mini,533,5,12,9,9,1,0,1,73,8,23,1,6,186,0,0,139,91-180,4,104,91-180,1000-2000,8000-15000,0.94,23.5,11.11,8.33,0.0,moderate,page_3_5,down,-87.6,1,0.24645390070921985,0.04081632653061224,0.0,0.0,0.12322695035460993,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_8dfe66761cf7,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1390.0,8775.0,,gpt-4o-mini,356,0,11,8,8,1,0,1,68,7,37,0,5,73,0,3,144,91-180,4,104,91-180,1000-2000,8000-15000,0.0,21.9,12.5,9.09,0.0,moderate,page_3_5,down,-49.3,1,0.2553191489361702,0.04366812227074236,0.04366812227074236,0.04366812227074236,0.14949363560345627,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_f92cc1c6fb29,client_3fdba35f04,10.0,0.2,LOW,0.0,keyword article,commercial,1352.0,8604.0,,gpt-4o-mini,174,0,4,3,3,0,0,2,61,3,17,0,0,48,0,2,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,24.1,0.0,50.0,0.0,low,page_3_5,down,-64.6,1,0.2925531914893617,0.0398406374501992,0.0398406374501992,0.0398406374501992,0.16619691446978047,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_c6da1bbdc259,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1430.0,8872.0,,gpt-4o-mini,860,0,12,8,8,3,0,3,71,8,18,0,1,275,0,3,144,91-180,4,104,91-180,1000-2000,8000-15000,0.0,11.9,37.5,25.0,0.0,moderate,striking,down,-93.5,1,0.2553191489361702,0.07751937984496124,0.07751937984496124,0.07751937984496124,0.1664192643905657,0.7149607101371742,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
content_9b9d6f8bdcd0,client_3fdba35f04,50.0,0.06,LOW,0.0,keyword article,informational,1357.0,8613.0,,gpt-4o-mini,1926,9,20,14,14,0,0,0,88,14,388,2,6,441,2,3,165,91-180,4,104,91-180,1000-2000,8000-15000,0.47,28.4,0.0,0.0,0.0,moderate,page_3_5,stable,-12.0,0,0.2925531914893617,0.034013605442176874,0.0,0.0,0.14627659574468085,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_7dcd5d29a6f2,client_3fdba35f04,10.0,0.05,LOW,0.0,keyword article,informational,1306.0,8073.0,,gpt-4o-mini,187,0,5,3,3,0,0,0,65,2,58,0,2,30,0,1,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,28.0,0.0,0.0,0.0,low,page_3_5,up,93.3,0,0.2925531914893617,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.1635179750550257,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_f8f53b831229,client_3fdba35f04,30.0,0.02,LOW,0.0,keyword article,commercial,1420.0,8893.0,,gpt-4o-mini,480,0,3,3,3,0,0,1,67,2,21,0,2,74,0,1,165,91-180,4,41,31-90,1000-2000,8000-15000,0.0,18.2,0.0,33.33,0.0,moderate,striking,down,-71.6,1,0.2925531914893617,0.052083333333333336,0.052083333333333336,0.052083333333333336,0.1723182624113475,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_ae53827c2894,client_3fdba35f04,170.0,0.01,LOW,0.0,keyword article,informational,1460.0,9218.0,,gpt-4o-mini,548,0,19,16,16,0,0,3,56,6,4,0,0,148,0,0,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,11.8,0.0,15.79,0.0,moderate,striking,down,-97.3,1,0.2925531914893617,0.078125,0.078125,0.078125,0.18533909574468085,0.7149607101371742,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
content_05e445fa2143,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1454.0,9514.0,,gpt-4o-mini,3712,2,35,21,20,0,0,2,88,15,294,0,6,1092,0,6,174,91-180,4,104,91-180,1000-2000,8000-15000,0.05,34.5,0.0,5.71,0.0,good,page_3_5,down,-73.1,1,0.30851063829787234,0.028169014084507043,0.0,0.0,0.15425531914893617,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_2d6bc8e57b4c,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1349.0,8822.0,,gpt-4o-mini,3016,4,37,23,21,1,0,4,88,17,518,3,7,710,0,4,155,91-180,4,104,91-180,1000-2000,8000-15000,0.13,15.4,4.35,10.81,0.0,good,striking,down,-27.0,1,0.274822695035461,0.06097560975609757,0.0,0.0,0.1374113475177305,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_7d6b854fc594,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1284.0,7988.0,,gpt-4o-mini,2683,0,8,5,5,0,0,3,87,5,188,0,0,784,0,2,148,91-180,4,104,91-180,1000-2000,<8000,0.0,22.9,0.0,37.5,0.0,moderate,page_3_5,down,-76.0,1,0.2624113475177305,0.041841004184100423,0.041841004184100423,0.041841004184100423,0.15212617585091545,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_25a763874cf0,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1381.0,8572.0,,gpt-4o-mini,908,1,28,22,22,0,0,4,85,9,191,0,2,116,0,2,144,91-180,4,104,91-180,1000-2000,8000-15000,0.11,27.4,0.0,14.29,0.0,moderate,page_3_5,up,64.7,0,0.2553191489361702,0.035211267605633804,0.0,0.0,0.1276595744680851,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_f596aee5fdf7,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1333.0,8623.0,,gpt-4o-mini,699,3,12,7,7,0,0,1,84,7,75,0,1,196,0,1,174,91-180,4,104,91-180,1000-2000,8000-15000,0.43,15.1,0.0,8.33,0.0,moderate,striking,down,-61.7,1,0.30851063829787234,0.06211180124223602,0.0,0.0,0.15425531914893617,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_69fbbca765cf,client_3fdba35f04,5400.0,0.8,HIGH,3.8,keyword article,informational,1448.0,8982.0,openai,gpt-4o-mini,503,1,9,5,5,0,0,2,84,2,131,0,0,110,0,0,139,91-180,4,104,91-180,1000-2000,8000-15000,0.2,19.6,0.0,22.22,0.0,moderate,striking,stable,19.1,0,0.24645390070921985,0.04854368932038835,0.0,0.0,0.12322695035460993,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_3f75aadd21f4,client_3fdba35f04,40.0,0.66,MEDIUM,2.73,keyword article,informational,1473.0,9716.0,,gpt-4o-mini,1003,2,14,13,13,0,0,1,82,9,60,0,7,223,1,4,165,91-180,4,104,91-180,1000-2000,8000-15000,0.2,11.7,0.0,7.14,0.0,moderate,striking,down,-73.1,1,0.2925531914893617,0.07874015748031496,0.0,0.0,0.14627659574468085,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_b7c3994aa0e8,client_3fdba35f04,320.0,0.08,LOW,0.01,keyword article,informational,1362.0,8714.0,,gpt-4o-mini,1196,0,8,7,7,0,0,0,83,6,106,0,4,367,0,3,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,31.1,0.0,0.0,0.0,moderate,page_3_5,down,-71.1,1,0.2925531914893617,0.03115264797507788,0.03115264797507788,0.03115264797507788,0.1618529197322198,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_d829395fda44,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1442.0,9043.0,,gpt-4o-mini,296,0,5,3,3,0,0,1,74,3,39,0,0,68,0,0,144,91-180,4,104,91-180,1000-2000,8000-15000,0.0,12.3,0.0,20.0,0.0,low,striking,down,-42.6,1,0.2553191489361702,0.07518796992481203,0.07518796992481203,0.07518796992481203,0.1652535594304911,0.7149607101371742,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
content_bed9921d701f,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1376.0,8633.0,,gpt-4o-mini,249,0,26,11,11,0,0,0,66,6,29,0,0,86,0,1,144,91-180,4,104,91-180,1000-2000,8000-15000,0.0,29.4,0.0,0.0,0.0,low,page_3_5,down,-66.3,1,0.2553191489361702,0.03289473684210526,0.03289473684210526,0.03289473684210526,0.14410694288913772,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_b5286cb71075,client_3fdba35f04,10.0,0.0,LOW,0.0,keyword article,transactional,1440.0,9017.0,,gpt-4o-mini,198,0,17,13,13,0,0,8,59,3,25,0,0,46,0,0,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,21.8,0.0,47.06,0.0,low,page_3_5,down,-45.7,1,0.2925531914893617,0.043859649122807015,0.043859649122807015,0.043859649122807015,0.16820642030608435,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_bcde9a32f161,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1469.0,9431.0,,gpt-4o-mini,893,2,9,5,4,0,0,0,87,4,121,0,1,174,0,0,174,91-180,4,104,91-180,1000-2000,8000-15000,0.22,28.2,0.0,0.0,0.0,moderate,page_3_5,down,-30.5,1,0.30851063829787234,0.03424657534246575,0.0,0.0,0.15425531914893617,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_f8c185f9dfdc,client_3fdba35f04,50.0,0.65,MEDIUM,1.62,keyword article,informational,1350.0,8261.0,,gpt-4o-mini,1211,1,10,7,6,1,0,3,87,6,382,0,2,513,0,2,165,91-180,4,20,0-30,1000-2000,8000-15000,0.08,13.0,14.29,30.0,0.0,moderate,striking,down,-25.5,1,0.2925531914893617,0.07142857142857142,0.0,0.0,0.14627659574468085,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_956fa666a622,client_3fdba35f04,140.0,0.62,MEDIUM,2.65,keyword article,informational,1394.0,8725.0,,gpt-4o-mini,179,0,9,8,8,0,0,1,63,3,8,0,1,55,0,0,165,91-180,4,104,91-180,1000-2000,8000-15000,0.0,17.2,0.0,11.11,0.0,low,striking,down,-85.5,1,0.2925531914893617,0.054945054945054944,0.054945054945054944,0.054945054945054944,0.1737491232172083,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_d06315b2b326,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1447.0,8964.0,,gpt-4o-mini,1342,1,7,4,4,1,0,2,83,4,107,0,0,322,0,2,155,91-180,4,104,91-180,1000-2000,8000-15000,0.07,13.6,25.0,28.57,0.0,moderate,striking,down,-66.8,1,0.274822695035461,0.0684931506849315,0.0,0.0,0.1374113475177305,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_d840a3a6302b,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1430.0,9291.0,,gpt-4o-mini,704,1,13,10,10,0,0,2,66,5,14,0,1,182,0,0,144,91-180,4,104,91-180,1000-2000,8000-15000,0.14,28.7,0.0,15.38,0.0,moderate,page_3_5,down,-92.3,1,0.2553191489361702,0.03367003367003367,0.0,0.0,0.1276595744680851,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_65bf969d1247,client_3fdba35f04,20.0,0.67,HIGH,3.12,keyword article,informational,1361.0,8314.0,openai,gpt-4o-mini,1092,1,13,13,13,1,0,3,86,3,139,0,0,201,0,1,139,91-180,4,104,91-180,1000-2000,8000-15000,0.09,12.0,7.69,23.08,0.0,moderate,striking,down,-30.8,1,0.24645390070921985,0.07692307692307693,0.0,0.0,0.12322695035460993,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_70f58d5042c6,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1460.0,9093.0,,gpt-4o-mini,398,0,11,10,10,0,0,0,57,3,1,0,0,259,0,1,148,91-180,4,104,91-180,1000-2000,8000-15000,0.0,31.8,0.0,0.0,0.0,moderate,page_3_5,down,-99.6,1,0.2624113475177305,0.030487804878048783,0.030487804878048783,0.030487804878048783,0.14644957619788965,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_4de400868b63,client_3fdba35f04,0.0,0.0,LOW,0.0,keyword article,informational,1484.0,9505.0,,gpt-4o-mini,529,0,23,18,18,0,0,9,75,7,47,0,1,119,0,2,155,91-180,4,104,91-180,1000-2000,8000-15000,0.0,30.1,0.0,39.13,0.0,moderate,page_3_5,down,-60.5,1,0.274822695035461,0.03215434083601286,0.03215434083601286,0.03215434083601286,0.15348851793573692,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_c0da6295519b,client_3fdba35f04,20.0,0.06,LOW,0.0,keyword article,informational,1454.0,9053.0,,gpt-4o-mini,748,1,5,4,4,0,0,2,75,2,46,1,1,175,0,0,165,91-180,4,104,91-180,1000-2000,8000-15000,0.13,19.7,0.0,40.0,0.0,moderate,striking,down,-73.7,1,0.2925531914893617,0.04830917874396135,0.0,0.0,0.14627659574468085,0.7149607101371742,MONITOR_ONLY,STABLE_PERFORMANCE
content_f0ba362435db,client_3fdba35f04,10.0,0.0,LOW,0.0,keyword article,informational,1395.0,8625.0,,gpt-4o-mini,725,0,17,15,15,0,0,4,79,5,55,0,1,336,0,0,148,91-180,4,41,31-90,1000-2000,8000-15000,0.0,12.3,0.0,23.53,0.0,moderate,striking,down,-83.6,1,0.2624113475177305,0.07518796992481203,0.07518796992481203,0.07518796992481203,0.16879965872127126,0.7149607101371742,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
