content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,content_age_days,age_tier,age_tier_order,days_since_last_update,freshness_tier,word_count_tier,char_count_tier,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,impression_tier,position_tier,trend_direction,trend_pct,target_decline,staleness_score,expected_ctr,ctr_gap,ctr_defect_score,baseline_score,decay_risk_score,action_label,reason_code
content_e53df66aeadb,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,3705.0,26577.0,google,gemini-2.5-flash,49,0,6,5,5,0,0,2,25,5,3,0,4,15,0,1,138,91-180,4,28,0-30,3500+,25000+,0.0,13.4,0.0,33.33,0.0,low,striking,down,-80.0,1,0.24468085106382978,0.06944444444444445,0.06944444444444445,0.06944444444444445,0.1570626477541371,0.6790158726050305,MONITOR_ONLY,STABLE_PERFORMANCE
content_355d35064bca,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,3738.0,26489.0,google,gemini-2.5-flash,49,0,3,3,3,0,0,1,28,3,16,0,1,19,0,2,138,91-180,4,20,0-30,3500+,25000+,0.0,15.0,0.0,33.33,0.0,low,striking,stable,-15.8,0,0.24468085106382978,0.0625,0.0625,0.0625,0.15359042553191488,0.6790158726050305,MONITOR_ONLY,STABLE_PERFORMANCE
content_c22ff7a50d80,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4596.0,32184.0,google,gemini-2.5-flash,19795,7,9,8,8,0,0,1,88,6,2480,1,2,8731,5,6,132,91-180,4,20,0-30,3500+,25000+,0.04,31.2,0.0,11.11,0.0,good,page_3_5,down,-71.6,1,0.23404255319148937,0.03105590062111801,0.0,0.0,0.11702127659574468,0.6790102431710215,MONITOR_ONLY,STABLE_PERFORMANCE
content_16d67f7f1084,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4153.0,27943.0,,gemini-2.5-flash,19191,2,7,7,7,0,0,1,88,7,1516,1,0,9761,0,3,141,91-180,4,20,0-30,3500+,25000+,0.01,31.5,0.0,14.29,0.0,good,page_3_5,down,-84.5,1,0.25,0.03076923076923077,0.02076923076923077,0.02076923076923077,0.13538461538461538,0.6790102431710215,MONITOR_ONLY,STABLE_PERFORMANCE
content_b51781c1c8a1,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2741.0,16542.0,,gemini-3-flash-preview,59,0,1,1,1,0,0,0,32,1,13,0,0,25,0,1,141,91-180,4,20,0-30,2000-3500,15000-25000,0.0,11.3,0.0,0.0,0.0,low,striking,down,-48.0,1,0.25,0.08130081300813008,0.08130081300813008,0.08130081300813008,0.16565040650406504,0.6790028463858445,MONITOR_ONLY,STABLE_PERFORMANCE
content_7bfb0288c1da,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,2675.0,18490.0,,gemini-3-flash-preview,56,1,1,1,1,0,0,1,37,1,11,0,0,16,0,0,151,91-180,4,20,0-30,2000-3500,15000-25000,1.79,26.8,0.0,100.0,0.0,low,page_3_5,down,-31.3,1,0.26773049645390073,0.03597122302158273,0.0,0.0,0.13386524822695037,0.6790028463858445,MONITOR_ONLY,STABLE_PERFORMANCE
content_6d907dc315e2,client_349c41201b,20.0,0.01,LOW,0.0,keyword article,informational,2888.0,18696.0,google,gemini-3-flash-preview,5886,13,22,19,18,0,0,0,88,16,627,5,6,2019,1,3,119,91-180,4,20,0-30,2000-3500,15000-25000,0.22,13.1,0.0,0.0,0.0,good,striking,down,-68.9,1,0.21099290780141844,0.07092198581560284,0.0,0.0,0.10549645390070922,0.67899876108738,MONITOR_ONLY,STABLE_PERFORMANCE
content_4efd8774bea3,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,3519.0,23287.0,google,gemini-3-flash-preview,69,0,2,2,2,0,0,1,33,2,19,0,0,38,0,1,130,91-180,4,20,0-30,3500+,15000-25000,0.0,10.2,0.0,50.0,0.0,low,striking,down,-50.0,1,0.23049645390070922,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.15989108409321176,0.6789872991456701,MONITOR_ONLY,STABLE_PERFORMANCE
content_8046c4dc390d,client_a88a7902cb,10.0,0.03,LOW,0.06,keyword article,informational,3206.0,21596.0,google,gemini-3-flash-preview,68,1,3,2,2,0,0,1,28,2,5,0,0,32,0,1,125,91-180,4,28,0-30,2000-3500,15000-25000,1.47,9.4,0.0,33.33,0.0,low,page_1,down,-84.4,1,0.22163120567375885,0.09615384615384615,0.0,0.0,0.11081560283687943,0.6789872991456701,MONITOR_ONLY,STABLE_PERFORMANCE
content_24b4f0f9a260,client_349c41201b,10.0,1.0,HIGH,1.73,keyword article,transactional,4429.0,29731.0,,gemini-3-flash-preview,3628,21,38,37,36,3,0,3,88,32,765,5,10,1204,9,20,168,91-180,4,20,0-30,3500+,25000+,0.58,5.7,8.11,7.89,0.0,good,page_1,down,-36.5,1,0.2978723404255319,0.14925373134328357,0.0,0.0,0.14893617021276595,0.6789802413784772,MONITOR_ONLY,STABLE_PERFORMANCE
content_f6c2ff412735,client_349c41201b,10.0,0.13,LOW,0.04,keyword article,informational,3994.0,25279.0,,gemini-3-flash-preview,4314,25,40,40,35,2,0,2,88,28,1074,6,13,1688,10,9,148,91-180,4,8,0-30,3500+,25000+,0.58,6.4,5.0,5.0,0.0,good,page_1,down,-36.4,1,0.2624113475177305,0.13513513513513511,0.0,0.0,0.13120567375886524,0.6789802413784772,MONITOR_ONLY,STABLE_PERFORMANCE
content_2a9c18d54fdf,client_d029fa3a95,10.0,0.0,LOW,0.0,keyword article,informational,3844.0,24977.0,google,gemini-3-flash-preview,70,0,2,2,2,0,0,0,42,2,15,0,0,36,0,1,118,91-180,4,20,0-30,3500+,15000-25000,0.0,21.7,0.0,0.0,0.0,low,page_3_5,down,-58.3,1,0.20921985815602837,0.04405286343612335,0.04405286343612335,0.04405286343612335,0.12663636079607585,0.6789795629878921,MONITOR_ONLY,STABLE_PERFORMANCE
content_e640070cf164,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,3129.0,20568.0,,gemini-2.5-flash,70,0,1,1,1,0,0,1,41,1,18,0,0,21,0,1,169,91-180,4,20,0-30,2000-3500,15000-25000,0.0,9.8,0.0,100.0,0.0,low,page_1,stable,-14.3,0,0.299645390070922,0.09259259259259259,0.09259259259259259,0.09259259259259259,0.1961189913317573,0.6789729318595167,MONITOR_ONLY,STABLE_PERFORMANCE
content_370f162b9110,client_8527a891e2,140.0,0.13,LOW,1.26,keyword article,informational,1547.0,9925.0,,gpt-4o-mini,112,0,1,1,1,0,0,1,17,1,0,0,0,2,0,1,238,181-365,5,92,91-180,1000-2000,8000-15000,0.0,6.3,0.0,100.0,0.0,low,page_1,down,-100.0,1,0.4219858156028369,0.136986301369863,0.136986301369863,0.136986301369863,0.27948605848634994,0.6789707262582201,MONITOR_ONLY,STABLE_PERFORMANCE
content_e69b16c41b05,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,3829.0,23578.0,google,gemini-3-flash-preview,4959,2,14,7,7,0,0,1,88,7,829,2,3,1480,0,4,111,91-180,4,20,0-30,3500+,15000-25000,0.04,40.2,0.0,7.14,0.0,good,page_3_5,down,-44.0,1,0.19680851063829788,0.024271844660194174,0.0,0.0,0.09840425531914894,0.6789656486139157,MONITOR_ONLY,STABLE_PERFORMANCE
content_adc8d1c2b00c,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2862.0,21263.0,google,gemini-3-flash-preview,4684,34,34,33,33,1,0,3,88,22,1442,9,14,2146,11,12,117,91-180,4,20,0-30,2000-3500,15000-25000,0.73,7.4,3.03,8.82,0.0,good,page_1,down,-32.8,1,0.2074468085106383,0.11904761904761904,0.0,0.0,0.10372340425531915,0.6789547526781837,MONITOR_ONLY,STABLE_PERFORMANCE
content_0156680e0d7a,client_a88a7902cb,70.0,0.08,LOW,0.0,keyword article,informational,2901.0,19716.0,,gemini-2.5-flash,53,1,2,2,2,0,0,1,29,2,24,0,1,9,1,1,148,91-180,4,28,0-30,2000-3500,15000-25000,1.89,35.9,0.0,50.0,0.0,low,page_3_5,up,166.7,0,0.2624113475177305,0.02710027100271003,0.0,0.0,0.13120567375886524,0.6789501639445823,MONITOR_ONLY,STABLE_PERFORMANCE
content_ae8c0c32a1e8,client_b4944c6ff0,10.0,0.26,LOW,0.0,keyword article,transactional,3416.0,24700.0,google,gemini-3-flash-preview,69,0,2,1,1,0,0,0,43,1,20,0,1,20,0,0,90,31-90,3,20,0-30,2000-3500,15000-25000,0.0,6.3,0.0,0.0,0.0,low,page_1,stable,0.0,0,0.1595744680851064,0.136986301369863,0.136986301369863,0.136986301369863,0.1482803847274847,0.6789490226880136,MONITOR_ONLY,STABLE_PERFORMANCE
content_d083aab4c7fa,client_a88a7902cb,30.0,0.01,LOW,0.0,keyword article,transactional,3512.0,22760.0,google,gemini-3-flash-preview,3170,34,93,45,39,1,0,7,83,33,1180,9,13,1225,11,16,90,31-90,3,20,0-30,3500+,15000-25000,1.07,6.5,2.22,7.53,0.0,good,page_1,stable,-3.7,0,0.1595744680851064,0.13333333333333333,0.0,0.0,0.0797872340425532,0.6789293369648803,MONITOR_ONLY,STABLE_PERFORMANCE
content_caa0b9ca6768,client_3fdba35f04,880.0,0.06,LOW,0.46,keyword article,informational,1156.0,7440.0,openai,gpt-4o-mini,2227,0,4,2,2,0,0,1,87,2,142,0,0,817,0,1,111,91-180,4,20,0-30,1000-2000,<8000,0.0,9.9,0.0,25.0,0.0,moderate,page_1,down,-82.6,1,0.19680851063829788,0.09174311926605504,0.09174311926605504,0.09174311926605504,0.14427581495217645,0.6789261643245527,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
content_39d713c2aac1,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,4861.0,31871.0,,gemini-3-flash-preview,1737,20,93,58,57,2,1,5,88,31,777,14,27,460,3,7,148,91-180,4,104,91-180,3500+,25000+,1.15,13.3,3.45,5.38,1.72,moderate,striking,up,68.9,0,0.2624113475177305,0.06993006993006992,0.0,0.0,0.13120567375886524,0.6789190033067908,MONITOR_ONLY,STABLE_PERFORMANCE
content_29ae0a692e20,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,3964.0,28993.0,google,gemini-2.5-flash,1155,0,68,59,52,0,0,1,88,36,217,0,11,336,0,32,139,91-180,4,104,91-180,3500+,25000+,0.0,26.0,0.0,1.47,0.0,moderate,page_3_5,down,-35.4,1,0.24645390070921985,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.14174546887312844,0.6789190033067908,MONITOR_ONLY,STABLE_PERFORMANCE
content_9acc17100873,client_d029fa3a95,0.0,0.0,LOW,0.0,keyword article,informational,3039.0,19414.0,google,gemini-3-flash-preview,64,0,5,4,4,0,0,1,27,4,16,0,1,12,0,1,110,91-180,4,20,0-30,2000-3500,15000-25000,0.0,10.2,0.0,20.0,0.0,low,striking,up,33.3,0,0.1950354609929078,0.08928571428571429,0.08928571428571429,0.08928571428571429,0.14216058763931105,0.6789167123352253,MONITOR_ONLY,STABLE_PERFORMANCE
content_16a888bef8eb,client_a88a7902cb,10.0,0.0,LOW,0.0,keyword article,commercial,4343.0,29178.0,,gemini-2.5-flash,61,0,2,2,2,0,0,1,31,2,11,0,1,30,0,1,144,91-180,4,28,0-30,3500+,25000+,0.0,10.3,0.0,50.0,0.0,low,striking,down,-63.3,1,0.2553191489361702,0.08849557522123894,0.08849557522123894,0.08849557522123894,0.17190736207870455,0.6789160121987585,MONITOR_ONLY,STABLE_PERFORMANCE
content_d74dd3913cbe,client_349c41201b,10.0,0.14,LOW,0.0,keyword article,informational,3127.0,20261.0,google,gemini-3-flash-preview,153,0,1,1,1,0,0,0,57,1,22,0,1,30,0,0,111,91-180,4,20,0-30,2000-3500,15000-25000,0.0,7.7,0.0,0.0,0.0,low,page_1,down,-26.7,1,0.19680851063829788,0.1149425287356322,0.1149425287356322,0.1149425287356322,0.15587551968696503,0.6789125615423758,MONITOR_ONLY,STABLE_PERFORMANCE
content_e2442f120cad,client_624b60c58c,,,,,feedly article,,4231.0,31208.0,openai,gpt-5-mini,63,1,4,4,4,0,0,1,34,3,14,0,0,24,1,3,113,91-180,4,8,0-30,3500+,25000+,1.59,12.9,0.0,25.0,0.0,low,striking,down,-41.7,1,0.20035460992907803,0.07194244604316546,0.0,0.0,0.10017730496453901,0.6789089761774473,MONITOR_ONLY,STABLE_PERFORMANCE
content_5fe2e1c3e646,client_349c41201b,90.0,0.04,LOW,0.0,keyword article,commercial,3183.0,19964.0,,gemini-3-flash-preview,3644,19,36,34,29,0,0,0,88,20,670,1,2,1036,1,2,154,91-180,4,20,0-30,2000-3500,15000-25000,0.52,6.2,0.0,0.0,0.0,good,page_1,down,-35.3,1,0.2730496453900709,0.1388888888888889,0.0,0.0,0.13652482269503546,0.6789032857215416,MONITOR_ONLY,STABLE_PERFORMANCE
content_0f256e5b0b88,client_8527a891e2,10.0,0.0,LOW,0.0,keyword article,informational,1476.0,9601.0,,gpt-4o-mini,328,0,1,1,1,0,0,0,75,1,143,0,0,64,0,1,273,181-365,5,104,91-180,1000-2000,8000-15000,0.0,35.7,0.0,0.0,0.0,moderate,page_3_5,up,123.4,0,0.48404255319148937,0.02724795640326975,0.02724795640326975,0.02724795640326975,0.25564525479737954,0.6788928968225549,MONITOR_ONLY,STABLE_PERFORMANCE
content_484c20bb99ce,client_3fdba35f04,10.0,0.77,HIGH,2.7,keyword article,transactional,1639.0,9763.0,,gpt-4o-mini,1208,1,41,34,34,0,0,12,78,11,157,0,2,465,1,1,263,181-365,5,104,91-180,1000-2000,8000-15000,0.08,38.3,0.0,29.27,0.0,moderate,page_3_5,down,-66.2,1,0.46631205673758863,0.025445292620865142,0.0,0.0,0.23315602836879432,0.6788838878471118,MONITOR_ONLY,STABLE_PERFORMANCE
content_56554b7e77eb,client_8527a891e2,10.0,0.19,LOW,0.0,keyword article,transactional,3046.0,20232.0,google,gemini-3-flash-preview,49,0,4,4,4,0,0,0,30,4,11,0,1,34,0,0,90,31-90,3,20,0-30,2000-3500,15000-25000,0.0,10.3,0.0,0.0,0.0,low,striking,down,-67.6,1,0.1595744680851064,0.08849557522123894,0.08849557522123894,0.08849557522123894,0.12403502165317266,0.6788831895388461,MONITOR_ONLY,STABLE_PERFORMANCE
content_da3d2eeeec18,client_02d20bbd7e,18100.0,0.0,LOW,3.62,keyword article,informational,4485.0,27808.0,openai,gpt-5-mini,68,0,7,7,7,0,0,2,26,5,0,0,1,0,0,2,138,91-180,4,8,0-30,3500+,25000+,0.0,8.2,0.0,28.57,0.0,low,page_1,flat,,0,0.24468085106382978,0.10869565217391305,0.10869565217391305,0.10869565217391305,0.17668825161887142,0.6788768668417652,MONITOR_ONLY,STABLE_PERFORMANCE
content_9dc6f57294bf,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,2965.0,19978.0,google,gemini-3-flash-preview,560,1,1,1,1,0,0,0,76,1,67,0,0,212,0,0,103,91-180,4,20,0-30,2000-3500,15000-25000,0.18,2.3,0.0,0.0,0.0,moderate,top_3,down,-68.4,1,0.18262411347517732,0.30303030303030304,0.12303030303030305,0.12303030303030305,0.15282720825274018,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_b8c492350d06,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2981.0,21644.0,google,gemini-3-flash-preview,305,2,1,1,1,0,0,0,75,1,39,1,0,87,0,0,126,91-180,4,20,0-30,2000-3500,15000-25000,0.66,3.9,0.0,0.0,0.0,moderate,page_1,down,-55.2,1,0.22340425531914893,0.2040816326530612,0.0,0.0,0.11170212765957446,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_532c17970442,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2509.0,20621.0,google,gemini-3-flash-preview,172,2,1,1,1,0,0,0,41,1,2,0,0,33,0,0,126,91-180,4,20,0-30,2000-3500,15000-25000,1.16,3.5,0.0,0.0,0.0,low,page_1,down,-93.9,1,0.22340425531914893,0.2222222222222222,0.0,0.0,0.11170212765957446,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_d6e1bbb4a996,client_d029fa3a95,0.0,0.0,LOW,0.0,keyword article,informational,2736.0,17693.0,google,gemini-3-flash-preview,4955,0,1,1,1,0,1,0,78,1,2045,0,0,2755,0,0,103,91-180,4,20,0-30,2000-3500,15000-25000,0.0,3.9,0.0,0.0,100.0,good,page_1,down,-25.8,1,0.18262411347517732,0.2040816326530612,0.2040816326530612,0.2040816326530612,0.19335287306411925,0.678875796875164,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
content_6c1f062a1de8,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2709.0,21574.0,google,gemini-3-flash-preview,329,2,1,1,1,0,0,0,70,1,43,0,0,90,2,1,117,91-180,4,20,0-30,2000-3500,15000-25000,0.61,2.5,0.0,0.0,0.0,moderate,top_3,down,-52.2,1,0.2074468085106383,0.2857142857142857,0.0,0.0,0.10372340425531915,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_edf5b03b36aa,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2539.0,18602.0,google,gemini-3-flash-preview,535,0,1,1,1,0,0,0,83,1,132,0,0,323,0,1,117,91-180,4,20,0-30,2000-3500,15000-25000,0.0,3.1,0.0,0.0,0.0,moderate,page_1,down,-59.1,1,0.2074468085106383,0.24390243902439027,0.24390243902439027,0.24390243902439027,0.2256746237675143,0.678875796875164,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
content_07e2e331a274,client_19581e27de,0.0,0.0,LOW,0.0,keyword article,informational,2957.0,21177.0,google,gemini-3-flash-preview,1092,1,1,1,1,0,0,0,79,1,82,0,1,369,0,0,98,91-180,4,20,0-30,2000-3500,15000-25000,0.09,4.0,0.0,0.0,0.0,moderate,page_1,down,-77.8,1,0.17375886524822695,0.2,0.11000000000000001,0.11000000000000001,0.14187943262411348,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_9f191320f383,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2593.0,19728.0,google,gemini-3-flash-preview,241,1,1,1,1,0,0,0,65,1,26,0,1,78,0,0,117,91-180,4,20,0-30,2000-3500,15000-25000,0.41,3.6,0.0,0.0,0.0,low,page_1,down,-66.7,1,0.2074468085106383,0.2173913043478261,0.0,0.0,0.10372340425531915,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_58ccfd6cfea3,client_b4944c6ff0,10.0,0.0,LOW,0.0,keyword article,informational,2620.0,19098.0,google,gemini-3-flash-preview,128,1,2,1,1,1,0,2,39,1,92,1,1,31,0,0,97,91-180,4,20,0-30,2000-3500,15000-25000,0.78,3.3,100.0,100.0,0.0,low,page_1,up,196.8,0,0.17198581560283688,0.23255813953488372,0.0,0.0,0.08599290780141844,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_e7ff74af0770,client_b4944c6ff0,90.0,1.0,HIGH,2.66,keyword article,transactional,2620.0,18958.0,google,gemini-3-flash-preview,201,1,1,1,1,0,0,0,46,1,165,1,1,23,0,0,105,91-180,4,8,0-30,2000-3500,15000-25000,0.5,3.6,0.0,0.0,0.0,low,page_1,up,617.4,0,0.18617021276595744,0.2173913043478261,0.0,0.0,0.09308510638297872,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_7074b1199a78,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2786.0,21935.0,google,gemini-3-flash-preview,97,1,1,1,1,0,0,0,40,1,7,0,0,29,0,0,117,91-180,4,20,0-30,2000-3500,15000-25000,1.03,3.8,0.0,0.0,0.0,low,page_1,down,-75.9,1,0.2074468085106383,0.20833333333333334,0.0,0.0,0.10372340425531915,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_78c32524df39,client_3fdba35f04,10.0,0.0,LOW,0.0,keyword article,transactional,2535.0,14879.0,openai,gemini-3-flash-preview,1419,2,1,1,1,0,0,0,87,1,135,1,1,268,0,0,117,91-180,4,19,0-30,2000-3500,8000-15000,0.14,4.0,0.0,0.0,0.0,moderate,page_1,down,-49.6,1,0.2074468085106383,0.2,0.06,0.06,0.13372340425531914,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_6430c384931f,client_f369cb89fc,0.0,0.0,,0.0,keyword article,,2728.0,20044.0,google,gemini-3-flash-preview,366,0,1,1,1,0,0,0,36,1,1,0,0,7,0,0,126,91-180,4,20,0-30,2000-3500,15000-25000,0.0,2.9,0.0,0.0,0.0,moderate,top_3,down,-85.7,1,0.22340425531914893,0.25641025641025644,0.25641025641025644,0.25641025641025644,0.23990725586470268,0.678875796875164,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
content_ce5fb58068f4,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2593.0,20485.0,google,gemini-3-flash-preview,103,0,1,1,1,0,0,0,31,1,27,0,0,5,0,1,117,91-180,4,20,0-30,2000-3500,15000-25000,0.0,3.5,0.0,0.0,0.0,low,page_1,up,440.0,0,0.2074468085106383,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.21483451536643025,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_fd12e5168b90,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2801.0,20654.0,google,gemini-3-flash-preview,105,0,1,1,1,0,0,1,47,1,21,0,1,29,0,0,117,91-180,4,20,0-30,2000-3500,15000-25000,0.0,3.7,0.0,100.0,0.0,low,page_1,down,-27.6,1,0.2074468085106383,0.2127659574468085,0.2127659574468085,0.2127659574468085,0.21010638297872342,0.678875796875164,MONITOR_ONLY,STABLE_PERFORMANCE
content_bed8bc8b87a0,client_19581e27de,30.0,0.02,LOW,0.0,keyword article,transactional,2976.0,20400.0,google,gemini-3-flash-preview,377,0,1,1,1,0,0,0,60,1,28,0,0,61,0,0,112,91-180,4,20,0-30,2000-3500,15000-25000,0.0,3.5,0.0,0.0,0.0,moderate,page_1,down,-54.1,1,0.19858156028368795,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.21040189125295508,0.678875796875164,OPT_TITLE_META,LOW_CTR_GOOD_POSITION
content_8a9cb52a1478,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5331.0,35008.0,,gemini-3-flash-preview,11396,4,84,45,45,1,0,2,88,19,2571,2,29,4545,2,10,153,91-180,4,104,91-180,3500+,25000+,0.04,18.3,2.22,2.38,0.0,good,striking,down,-43.4,1,0.2712765957446808,0.05181347150259067,0.01181347150259067,0.01181347150259067,0.14154503362363574,0.6788678938703098,MONITOR_ONLY,STABLE_PERFORMANCE
content_d1dc90c8a4f9,client_8722616204,70.0,0.13,LOW,0.0,keyword article,transactional,4733.0,33749.0,google,gemini-2.5-flash,60,0,13,13,12,0,0,0,23,10,13,0,2,47,0,8,140,91-180,4,104,91-180,3500+,25000+,0.0,9.1,0.0,0.0,0.0,low,page_1,down,-72.3,1,0.24822695035460993,0.09900990099009901,0.09900990099009901,0.09900990099009901,0.17361842567235447,0.6788454253883137,MONITOR_ONLY,STABLE_PERFORMANCE
content_12057cf4ca49,client_8722616204,0.0,0.0,LOW,0.0,keyword article,informational,3204.0,22172.0,google,gemini-3-flash-preview,51,0,1,1,1,0,0,1,29,1,9,0,0,13,0,1,90,31-90,3,20,0-30,2000-3500,15000-25000,0.0,11.1,0.0,100.0,0.0,low,striking,down,-30.8,1,0.1595744680851064,0.08264462809917356,0.08264462809917356,0.08264462809917356,0.12110954809213997,0.6788439286862754,MONITOR_ONLY,STABLE_PERFORMANCE
content_60e8eba31e41,client_7f2253d7e2,0.0,0.0,LOW,0.0,keyword article,informational,4753.0,32113.0,,gemini-2.5-flash,27173,11,15,12,12,0,1,5,88,12,3573,4,4,10199,3,3,147,91-180,4,20,0-30,3500+,25000+,0.04,37.3,0.0,33.33,8.33,good,page_3_5,down,-65.0,1,0.26063829787234044,0.026109660574412535,0.0,0.0,0.13031914893617022,0.6788422715512084,MONITOR_ONLY,STABLE_PERFORMANCE
content_bc595df5ea71,client_349c41201b,0.0,0.0,LOW,0.0,keyword article,informational,4392.0,29990.0,google,gemini-2.5-flash,3906,0,54,54,54,0,0,0,88,9,321,0,36,1467,0,18,140,91-180,4,8,0-30,3500+,25000+,0.0,35.8,0.0,0.0,0.0,good,page_3_5,down,-78.1,1,0.24822695035460993,0.027173913043478264,0.027173913043478264,0.027173913043478264,0.13770043169904408,0.6788306828026771,MONITOR_ONLY,STABLE_PERFORMANCE
content_39666f73799d,client_6208ef0f77,0.0,0.0,LOW,0.0,keyword article,informational,5024.0,32340.0,,gemini-3-flash-preview,5432,1,63,36,36,0,0,2,88,19,1393,1,21,1827,0,9,153,91-180,4,104,91-180,3500+,25000+,0.02,38.7,0.0,3.17,0.0,good,page_3_5,down,-23.8,1,0.2712765957446808,0.025188916876574305,0.0051889168765743045,0.0051889168765743045,0.13823275631062756,0.6787971093410688,MONITOR_ONLY,STABLE_PERFORMANCE
content_65c64ccf9458,client_f74efabef1,0.0,0.0,LOW,0.0,keyword article,informational,2581.0,16794.0,google,gemini-3-flash-preview,2899,20,30,27,27,3,0,5,88,24,898,6,11,1095,6,9,97,91-180,4,20,0-30,2000-3500,15000-25000,0.69,4.1,11.11,16.67,0.0,moderate,page_1,stable,-18.0,0,0.17198581560283688,0.19607843137254904,0.0,0.0,0.08599290780141844,0.6787766815085124,MONITOR_ONLY,STABLE_PERFORMANCE
content_4b7b1433e229,client_f74efabef1,0.0,0.0,LOW,0.0,keyword article,informational,2300.0,15888.0,google,gemini-3-flash-preview,4001,8,26,24,24,0,0,0,88,14,727,3,7,1966,1,16,97,91-180,4,20,0-30,2000-3500,15000-25000,0.2,6.5,0.0,0.0,0.0,good,page_1,down,-63.0,1,0.17198581560283688,0.13333333333333333,0.0,0.0,0.08599290780141844,0.6787766815085124,MONITOR_ONLY,STABLE_PERFORMANCE
content_ffb9633ffabe,client_bbb965ab0c,0.0,0.0,LOW,0.0,keyword article,informational,2914.0,21316.0,google,gemini-3-flash-preview,2088,21,31,30,29,2,0,2,73,22,878,10,13,835,10,13,110,91-180,4,20,0-30,2000-3500,15000-25000,1.01,5.3,6.67,6.45,0.0,moderate,page_1,stable,5.1,0,0.1950354609929078,0.15873015873015872,0.0,0.0,0.0975177304964539,0.6787766815085124,MONITOR_ONLY,STABLE_PERFORMANCE
content_cc4a499bdf47,client_bbb965ab0c,0.0,0.0,LOW,0.0,keyword article,informational,3023.0,21655.0,google,gemini-3-flash-preview,4383,24,30,30,26,0,0,0,88,23,2532,11,17,1089,11,11,110,91-180,4,15,0-30,2000-3500,15000-25000,0.55,6.6,0.0,0.0,0.0,good,page_1,up,132.5,0,0.1950354609929078,0.13157894736842105,0.0,0.0,0.0975177304964539,0.6787766815085124,MONITOR_ONLY,STABLE_PERFORMANCE
content_3be30a2d552e,client_19581e27de,20.0,0.23,LOW,0.0,keyword article,commercial,2729.0,18073.0,google,gemini-3-flash-preview,4959,21,29,26,23,0,0,1,88,20,2148,6,9,1401,8,13,112,91-180,4,20,0-30,2000-3500,15000-25000,0.42,3.9,0.0,3.45,0.0,good,page_1,up,53.3,0,0.19858156028368795,0.2040816326530612,0.0,0.0,0.09929078014184398,0.6787766815085124,MONITOR_ONLY,STABLE_PERFORMANCE
